league,team_id,week_start,index_score_sum,weighted_score_sum,games
nba,nba_PHX,2016-03-15,0,0,2
nba,nba_PHX,2016-03-22,0,0,2
nba,nba_PHX,2016-03-29,0,0,4
nba,nba_PHX,2016-04-05,0,0,2
nba,nba_PHX,2016-10-25,0,0,2
nba,nba_PHX,2016-11-01,0,0,2
nba,nba_PHX,2016-11-08,0,0,2
nba,nba_PHX,2016-11-15,0,0,2
nba,nba_PHX,2016-12-06,0,0,2
nba,nba_PHX,2016-12-13,0,0,2
nba,nba_PHX,2016-12-27,0,0,6
nba,nba_PHX,2017-01-10,0,0,4
nba,nba_PHX,2017-01-17,0,0,2
nba,nba_PHX,2017-01-31,0,0,2
nba,nba_PHX,2017-03-07,0,0,4
nba,nba_PHX,2017-03-14,0,0,2
nba,nba_PHX,2017-03-28,0,0,2
nba,nba_PHX,2017-04-11,0,0,2
nba,nba_PHX,2017-10-17,0,0,4
nba,nba_PHX,2017-10-24,0,0,4
nba,nba_PHX,2017-10-31,0,0,4
nba,nba_PHX,2017-12-05,0,0,6
nba,nba_PHX,2017-12-12,0,0,4
nba,nba_PHX,2017-12-26,0,0,2
nba,nba_PHX,2018-01-02,0,0,2
nba,nba_PHX,2018-01-16,0,0,2
nba,nba_PHX,2018-01-30,0,0,2
nba,nba_PHX,2018-02-06,0,0,2
nba,nba_PHX,2018-02-13,0,0,2
nba,nba_PHX,2018-02-20,0,0,2
nba,nba_PHX,2018-03-13,0,0,2
nba,nba_PHX,2018-04-03,0,0,2
nba,nba_PHX,2018-10-30,0,0,4
nba,nba_PHX,2018-11-13,0,0,2
nba,nba_PHX,2018-12-04,0,0,4
nba,nba_PHX,2018-12-11,0,0,2
nba,nba_PHX,2018-12-18,0,0,2
nba,nba_PHX,2019-01-08,0,0,2
nba,nba_PHX,2019-01-15,0,0,2
nba,nba_PHX,2019-01-22,0,0,2
nba,nba_PHX,2019-01-29,0,0,2
nba,nba_PHX,2019-02-05,0,0,4
nba,nba_PHX,2019-03-05,0,0,2
nba,nba_PHX,2019-03-12,0,0,2
nba,nba_PHX,2019-03-19,0,0,4
nba,nba_PHX,2019-03-26,0,0,2
nba,nba_PHX,2019-04-02,0,0,2
nba,nba_PHX,2019-10-22,0,0,4
nba,nba_PHX,2019-11-19,0,0,2
nba,nba_PHX,2019-11-26,0,0,2
nba,nba_PHX,2019-12-10,0,0,4
nba,nba_PHX,2019-12-24,0,0,4
nba,nba_PHX,2020-01-07,0,0,2
nba,nba_PHX,2020-01-14,0,0,2
nba,nba_PHX,2020-01-21,0,0,2
nba,nba_PHX,2020-02-18,0,0,4
nba,nba_PHX,2020-03-03,0,0,4
nba,nba_PHX,2020-03-10,0,0,2
nba,nba_PHX,2020-07-28,0,0,2
nba,nba_PHX,2020-12-22,0,0,4
nba,nba_PHX,2020-12-29,0,0,2
nba,nba_PHX,2021-01-05,0,0,4
nba,nba_PHX,2021-02-16,0,0,2
nba,nba_PHX,2021-03-09,0,0,2
nba,nba_PHX,2021-03-23,0,0,2
nba,nba_PHX,2021-04-06,0,0,4
nba,nba_PHX,2021-04-13,0,0,4
nba,nba_PHX,2021-04-27,0,0,2
nba,nba_PHX,2021-05-11,0,0,6
nba,nba_PHX,2021-10-19,0,0,2
nba,nba_PHX,2021-10-26,0,0,2
nba,nba_PHX,2021-11-02,0,0,2
nba,nba_PHX,2021-11-09,0,0,2
nba,nba_PHX,2021-11-16,0,0,2
nba,nba_PHX,2021-11-30,0,0,2
nba,nba_PHX,2021-12-14,0,0,4
nba,nba_PHX,2022-01-11,0,0,4
nba,nba_PHX,2022-01-18,0,0,2
nba,nba_PHX,2022-01-25,0,0,4
nba,nba_PHX,2022-02-01,0,0,2
nba,nba_PHX,2022-02-22,0,0,2
nba,nba_PHX,2022-03-01,0,0,2
nba,nba_PHX,2022-03-08,0,0,2
nba,nba_PHX,2022-03-15,0,0,2
nba,nba_PHX,2022-04-05,0,0,4
nba,nba_PHX,2022-10-18,0,0,2
nba,nba_PHX,2022-11-01,0,0,4
nba,nba_PHX,2022-11-15,0,0,2
nba,nba_PHX,2022-11-22,0,0,4
nba,nba_PHX,2022-11-29,0,0,2
nba,nba_PHX,2022-12-20,0,0,2
nba,nba_PHX,2022-12-27,0,0,4
nba,nba_PHX,2023-01-24,0,0,4
nba,nba_PHX,2023-02-14,0,0,2
nba,nba_PHX,2023-03-07,0,0,2
nba,nba_PHX,2023-03-21,0,0,4
nba,nba_PHX,2023-04-04,0,0,2
nba,nba_PHX,2023-10-24,0,0,2
nba,nba_PHX,2023-10-31,0,0,4
nba,nba_PHX,2023-11-14,0,0,4
nba,nba_PHX,2023-11-21,0,0,2
nba,nba_PHX,2023-11-28,0,0,2
nba,nba_PHX,2023-12-05,0,0,2
nba,nba_PHX,2023-12-12,0,0,2
nba,nba_PHX,2023-12-19,0,0,4
nba,nba_PHX,2023-12-26,0,0,2
nba,nba_PHX,2024-01-09,0,0,2
nba,nba_PHX,2024-01-16,0,0,2
nba,nba_PHX,2024-01-30,0,0,2
nba,nba_PHX,2024-02-06,0,0,2
nba,nba_PHX,2024-02-13,0,0,2
nba,nba_PHX,2024-03-05,0,0,2
nba,nba_PHX,2024-03-19,0,0,4
nba,nba_PHX,2024-04-09,0,0,2
nba,nba_POR,2010-11-02,0,0,2
nba,nba_POR,2010-11-16,0,0,2
nba,nba_POR,2010-11-30,0,0,2
nba,nba_POR,2010-12-07,0,0,2
nba,nba_POR,2010-12-21,0,0,2
nba,nba_POR,2010-12-28,0,0,2
nba,nba_POR,2011-01-18,0,0,4
nba,nba_POR,2011-02-01,0,0,2
nba,nba_POR,2011-02-08,0,0,2
nba,nba_POR,2011-03-01,0,0,2
nba,nba_POR,2011-03-22,0,0,6
nba,nba_POR,2011-04-05,0,0,2
nba,nba_POR,2011-12-27,0,0,2
nba,nba_POR,2012-01-10,0,0,2
nba,nba_POR,2012-01-17,0,0,4
nba,nba_POR,2012-01-24,0,0,2
nba,nba_POR,2012-01-31,0,0,2
nba,nba_POR,2012-02-14,0,0,2
nba,nba_POR,2012-02-21,0,0,2
nba,nba_POR,2012-03-06,0,0,2
nba,nba_POR,2012-03-27,0,0,2
nba,nba_POR,2012-04-10,0,0,2
nba,nba_POR,2012-04-17,0,0,4
nba,nba_POR,2012-04-24,0,0,2
nba,nba_POR,2012-11-06,0,0,2
nba,nba_POR,2012-11-13,0,0,2
nba,nba_POR,2012-11-27,0,0,2
nba,nba_POR,2012-12-04,0,0,4
nba,nba_POR,2012-12-11,0,0,2
nba,nba_POR,2012-12-18,0,0,2
nba,nba_POR,2012-12-25,0,0,2
nba,nba_POR,2013-01-01,0,0,2
nba,nba_POR,2013-01-15,0,0,2
nba,nba_POR,2013-01-29,0,0,4
nba,nba_POR,2013-03-05,0,0,2
nba,nba_POR,2013-03-26,0,0,4
nba,nba_POR,2013-10-29,0,0,2
nba,nba_POR,2013-11-05,0,0,4
nba,nba_POR,2013-11-12,0,0,2
nba,nba_POR,2013-12-03,0,0,4
nba,nba_POR,2014-01-07,0,0,2
nba,nba_POR,2014-01-14,0,0,2
nba,nba_POR,2014-01-28,0,0,4
nba,nba_POR,2014-02-18,0,0,4
nba,nba_POR,2014-03-11,0,0,2
nba,nba_POR,2014-03-18,0,0,2
nba,nba_POR,2014-04-08,0,0,4
nba,nba_POR,2014-10-28,0,0,2
nba,nba_POR,2014-12-09,0,0,2
nba,nba_POR,2014-12-16,0,0,2
nba,nba_POR,2014-12-30,0,0,2
nba,nba_POR,2015-01-13,0,0,4
nba,nba_POR,2015-01-20,0,0,2
nba,nba_POR,2015-02-03,0,0,2
nba,nba_POR,2015-02-17,0,0,2
nba,nba_POR,2015-02-24,0,0,4
nba,nba_POR,2015-03-10,0,0,4
nba,nba_POR,2015-03-24,0,0,2
nba,nba_POR,2015-04-07,0,0,2
nba,nba_POR,2015-11-03,0,0,2
nba,nba_POR,2015-11-10,0,0,4
nba,nba_POR,2015-12-22,0,0,2
nba,nba_POR,2015-12-29,0,0,2
nba,nba_POR,2016-01-12,0,0,4
nba,nba_POR,2016-01-26,0,0,2
nba,nba_POR,2016-02-02,0,0,2
nba,nba_POR,2016-02-16,0,0,2
nba,nba_POR,2016-03-01,0,0,2
nba,nba_POR,2016-03-08,0,0,2
nba,nba_POR,2016-03-15,0,0,2
nba,nba_POR,2016-03-22,0,0,2
nba,nba_POR,2016-04-05,0,0,2
nba,nba_POR,2016-10-25,0,0,2
nba,nba_POR,2016-11-08,0,0,2
nba,nba_POR,2016-12-20,0,0,6
nba,nba_POR,2016-12-27,0,0,4
nba,nba_POR,2017-01-10,0,0,2
nba,nba_POR,2017-02-14,0,0,2
nba,nba_POR,2017-02-21,0,0,2
nba,nba_POR,2017-03-07,0,0,2
nba,nba_POR,2017-03-14,0,0,2
nba,nba_POR,2017-04-04,0,0,6
nba,nba_POR,2017-10-24,0,0,2
nba,nba_POR,2017-10-31,0,0,2
nba,nba_POR,2017-11-14,0,0,4
nba,nba_POR,2017-11-21,0,0,2
nba,nba_POR,2017-12-05,0,0,2
nba,nba_POR,2017-12-19,0,0,2
nba,nba_POR,2018-01-02,0,0,2
nba,nba_POR,2018-01-30,0,0,2
nba,nba_POR,2018-02-06,0,0,4
nba,nba_POR,2018-02-20,0,0,2
nba,nba_POR,2018-02-27,0,0,2
nba,nba_POR,2018-04-03,0,0,2
nba,nba_POR,2018-04-10,0,0,2
nba,nba_POR,2018-10-16,0,0,4
nba,nba_POR,2018-11-13,0,0,2
nba,nba_POR,2018-11-27,0,0,2
nba,nba_POR,2018-12-11,0,0,2
nba,nba_POR,2018-12-18,0,0,2
nba,nba_POR,2018-12-25,0,0,2
nba,nba_POR,2019-01-01,0,0,2
nba,nba_POR,2019-01-08,0,0,2
nba,nba_POR,2019-01-15,0,0,2
nba,nba_POR,2019-01-29,0,0,2
nba,nba_POR,2019-02-05,0,0,2
nba,nba_POR,2019-02-26,0,0,2
nba,nba_POR,2019-03-12,0,0,2
nba,nba_POR,2019-04-09,0,0,2
nba,nba_POR,2019-10-22,0,0,4
nba,nba_POR,2019-11-12,0,0,6
nba,nba_POR,2019-12-03,0,0,2
nba,nba_POR,2019-12-24,0,0,2
nba,nba_POR,2019-12-31,0,0,2
nba,nba_POR,2020-01-07,0,0,2
nba,nba_POR,2020-01-28,0,0,2
nba,nba_POR,2020-02-04,0,0,4
nba,nba_POR,2020-03-03,0,0,4
nba,nba_POR,2020-12-22,0,0,2
nba,nba_POR,2021-01-05,0,0,4
nba,nba_POR,2021-01-12,0,0,4
nba,nba_POR,2021-02-02,0,0,2
nba,nba_POR,2021-02-16,0,0,2
nba,nba_POR,2021-03-02,0,0,2
nba,nba_POR,2021-03-23,0,0,2
nba,nba_POR,2021-04-06,0,0,2
nba,nba_POR,2021-04-13,0,0,2
nba,nba_POR,2021-05-04,0,0,2
nba,nba_POR,2021-05-11,0,0,2
nba,nba_POR,2021-10-19,0,0,2
nba,nba_POR,2021-11-09,0,0,2
nba,nba_POR,2021-11-23,0,0,4
nba,nba_POR,2021-11-30,0,0,2
nba,nba_POR,2021-12-28,0,0,2
nba,nba_POR,2022-01-04,0,0,2
nba,nba_POR,2022-01-11,0,0,2
nba,nba_POR,2022-01-18,0,0,2
nba,nba_POR,2022-03-08,0,0,4
nba,nba_POR,2022-03-22,0,0,2
nba,nba_POR,2022-03-29,0,0,4
nba,nba_POR,2022-04-05,0,0,2
nba,nba_POR,2022-10-18,0,0,2
nba,nba_POR,2022-11-15,0,0,4
nba,nba_POR,2022-11-29,0,0,2
nba,nba_POR,2022-12-13,0,0,2
nba,nba_POR,2023-01-03,0,0,2
nba,nba_POR,2023-01-17,0,0,2
nba,nba_POR,2023-01-24,0,0,4
nba,nba_POR,2023-01-31,0,0,2
nba,nba_POR,2023-02-14,0,0,2
nba,nba_POR,2023-02-21,0,0,2
nba,nba_POR,2023-03-21,0,0,2
nba,nba_POR,2023-03-28,0,0,4
nba,nba_POR,2023-04-04,0,0,2
nba,nba_POR,2023-10-24,0,0,2
nba,nba_POR,2023-11-07,0,0,2
nba,nba_POR,2023-11-14,0,0,2
nba,nba_POR,2023-11-21,0,0,2
nba,nba_POR,2023-11-28,0,0,2
nba,nba_POR,2023-12-12,0,0,2
nba,nba_POR,2023-12-19,0,0,2
nba,nba_POR,2023-12-26,0,0,6
nba,nba_POR,2024-01-23,0,0,2
nba,nba_POR,2024-03-05,0,0,2
nba,nba_POR,2024-04-02,0,0,2
nba,nba_POR,2024-04-09,0,0,2
nba,nba_SAC,2010-10-26,0,0,2
nba,nba_SAC,2010-11-16,0,0,2
nba,nba_SAC,2010-12-07,0,0,2
nba,nba_SAC,2011-01-04,0,0,2
nba,nba_SAC,2011-01-11,0,0,2
nba,nba_SAC,2011-02-01,0,0,4
nba,nba_SAC,2011-03-01,0,0,2
nba,nba_SAC,2011-03-08,0,0,2
nba,nba_SAC,2011-03-29,0,0,2
nba,nba_SAC,2011-04-05,0,0,2
nba,nba_SAC,2012-01-10,0,0,2
nba,nba_SAC,2012-01-17,0,0,2
nba,nba_SAC,2012-01-24,0,0,2
nba,nba_SAC,2012-02-21,0,0,2
nba,nba_SAC,2012-02-28,0,0,2
nba,nba_SAC,2012-03-20,0,0,2
nba,nba_SAC,2012-03-27,0,0,4
nba,nba_SAC,2012-04-17,0,0,2
nba,nba_SAC,2012-11-06,0,0,2
nba,nba_SAC,2012-11-20,0,0,4
nba,nba_SAC,2012-12-04,0,0,2
nba,nba_SAC,2013-01-01,0,0,2
nba,nba_SAC,2013-01-15,0,0,2
nba,nba_SAC,2013-01-22,0,0,2
nba,nba_SAC,2013-01-29,0,0,2
nba,nba_SAC,2013-02-05,0,0,2
nba,nba_SAC,2013-02-19,0,0,2
nba,nba_SAC,2013-02-26,0,0,2
nba,nba_SAC,2013-04-09,0,0,2
nba,nba_SAC,2013-12-03,0,0,2
nba,nba_SAC,2013-12-10,0,0,2
nba,nba_SAC,2013-12-24,0,0,2
nba,nba_SAC,2014-01-21,0,0,2
nba,nba_SAC,2014-01-28,0,0,2
nba,nba_SAC,2014-02-04,0,0,4
nba,nba_SAC,2014-03-04,0,0,2
nba,nba_SAC,2014-03-18,0,0,4
nba,nba_SAC,2014-11-11,0,0,2
nba,nba_SAC,2014-11-25,0,0,2
nba,nba_SAC,2014-12-02,0,0,4
nba,nba_SAC,2015-01-27,0,0,2
nba,nba_SAC,2015-02-03,0,0,2
nba,nba_SAC,2015-02-24,0,0,2
nba,nba_SAC,2015-03-03,0,0,2
nba,nba_SAC,2015-03-10,0,0,2
nba,nba_SAC,2015-03-17,0,0,2
nba,nba_SAC,2015-03-31,0,0,2
nba,nba_SAC,2015-04-07,0,0,2
nba,nba_SAC,2015-11-03,0,0,2
nba,nba_SAC,2015-11-10,0,0,2
nba,nba_SAC,2015-12-08,0,0,2
nba,nba_SAC,2015-12-15,0,0,4
nba,nba_SAC,2016-01-12,0,0,2
nba,nba_SAC,2016-02-23,0,0,2
nba,nba_SAC,2016-03-01,0,0,2
nba,nba_SAC,2016-03-08,0,0,2
nba,nba_SAC,2016-03-29,0,0,2
nba,nba_SAC,2016-10-25,0,0,2
nba,nba_SAC,2016-11-01,0,0,2
nba,nba_SAC,2016-11-15,0,0,4
nba,nba_SAC,2016-11-22,0,0,2
nba,nba_SAC,2016-12-06,0,0,2
nba,nba_SAC,2016-12-20,0,0,2
nba,nba_SAC,2017-02-28,0,0,2
nba,nba_SAC,2017-03-07,0,0,4
nba,nba_SAC,2017-03-14,0,0,2
nba,nba_SAC,2017-03-28,0,0,2
nba,nba_SAC,2017-10-24,0,0,2
nba,nba_SAC,2017-11-07,0,0,2
nba,nba_SAC,2017-12-05,0,0,2
nba,nba_SAC,2017-12-12,0,0,2
nba,nba_SAC,2017-12-19,0,0,2
nba,nba_SAC,2018-01-02,0,0,2
nba,nba_SAC,2018-01-16,0,0,2
nba,nba_SAC,2018-01-23,0,0,2
nba,nba_SAC,2018-02-27,0,0,2
nba,nba_SAC,2018-03-13,0,0,2
nba,nba_SAC,2018-04-03,0,0,2
nba,nba_SAC,2018-10-16,0,0,2
nba,nba_SAC,2018-10-23,0,0,2
nba,nba_SAC,2018-11-06,0,0,4
nba,nba_SAC,2018-11-20,0,0,4
nba,nba_SAC,2019-01-22,0,0,2
nba,nba_SAC,2019-01-29,0,0,2
nba,nba_SAC,2019-03-05,0,0,2
nba,nba_SAC,2019-03-26,0,0,2
nba,nba_SAC,2019-04-02,0,0,2
nba,nba_SAC,2019-10-22,0,0,2
nba,nba_SAC,2019-10-29,0,0,2
nba,nba_SAC,2019-11-05,0,0,2
nba,nba_SAC,2019-11-19,0,0,2
nba,nba_SAC,2019-12-03,0,0,2
nba,nba_SAC,2020-01-14,0,0,2
nba,nba_SAC,2020-02-04,0,0,2
nba,nba_SAC,2020-03-03,0,0,4
nba,nba_SAC,2020-07-28,0,0,2
nba,nba_SAC,2021-01-05,0,0,2
nba,nba_SAC,2021-01-26,0,0,2
nba,nba_SAC,2021-03-16,0,0,2
nba,nba_SAC,2021-03-23,0,0,2
nba,nba_SAC,2021-03-30,0,0,2
nba,nba_SAC,2021-04-06,0,0,2
nba,nba_SAC,2021-04-13,0,0,2
nba,nba_SAC,2021-04-27,0,0,2
nba,nba_SAC,2021-05-04,0,0,2
nba,nba_SAC,2021-05-11,0,0,2
nba,nba_SAC,2021-10-19,0,0,2
nba,nba_SAC,2021-11-02,0,0,2
nba,nba_SAC,2021-11-09,0,0,2
nba,nba_SAC,2021-11-16,0,0,4
nba,nba_SAC,2021-12-07,0,0,2
nba,nba_SAC,2021-12-14,0,0,4
nba,nba_SAC,2022-02-08,0,0,2
nba,nba_SAC,2022-03-01,0,0,2
nba,nba_SAC,2022-03-08,0,0,2
nba,nba_SAC,2022-11-15,0,0,2
nba,nba_SAC,2022-12-13,0,0,2
nba,nba_SAC,2022-12-20,0,0,2
nba,nba_SAC,2022-12-27,0,0,2
nba,nba_SAC,2023-01-03,0,0,2
nba,nba_SAC,2023-01-10,0,0,2
nba,nba_SAC,2023-01-24,0,0,2
nba,nba_SAC,2023-01-31,0,0,2
nba,nba_SAC,2023-03-14,0,0,4
nba,nba_SAC,2023-03-21,0,0,2
nba,nba_SAC,2023-03-28,0,0,2
nba,nba_SAC,2023-10-24,0,0,2
nba,nba_SAC,2023-11-14,0,0,2
nba,nba_SAC,2023-12-12,0,0,4
nba,nba_SAC,2024-01-02,0,0,2
nba,nba_SAC,2024-02-20,0,0,2
nba,nba_SAC,2024-03-05,0,0,2
nba,nba_SAC,2024-03-19,0,0,4
nba,nba_SAC,2024-03-26,0,0,2
nba,nba_SAS,2010-11-16,0,0,2
nba,nba_SAS,2010-12-21,0,0,2
nba,nba_SAS,2011-01-18,0,0,2
nba,nba_SAS,2011-01-25,0,0,2
nba,nba_SAS,2011-02-08,0,0,4
nba,nba_SAS,2011-04-05,0,0,2
nba,nba_SAS,2011-12-27,0,0,2
nba,nba_SAS,2012-02-14,0,0,4
nba,nba_SAS,2012-03-06,0,0,2
nba,nba_SAS,2012-04-03,0,0,4
nba,nba_SAS,2012-10-30,0,0,2
nba,nba_SAS,2012-11-20,0,0,4
nba,nba_SAS,2012-12-11,0,0,2
nba,nba_SAS,2012-12-25,0,0,2
nba,nba_SAS,2013-01-29,0,0,2
nba,nba_SAS,2013-03-19,0,0,2
nba,nba_SAS,2013-11-12,0,0,4
nba,nba_SAS,2013-12-10,0,0,4
nba,nba_SAS,2013-12-17,0,0,2
nba,nba_SAS,2014-01-14,0,0,2
nba,nba_SAS,2014-02-04,0,0,2
nba,nba_SAS,2014-03-11,0,0,2
nba,nba_SAS,2014-12-09,0,0,2
nba,nba_SAS,2014-12-30,0,0,2
nba,nba_SAS,2015-01-13,0,0,4
nba,nba_SAS,2015-02-03,0,0,2
nba,nba_SAS,2015-02-17,0,0,2
nba,nba_SAS,2015-03-10,0,0,2
nba,nba_SAS,2015-11-03,0,0,2
nba,nba_SAS,2015-12-08,0,0,4
nba,nba_SAS,2015-12-15,0,0,2
nba,nba_SAS,2016-01-05,0,0,2
nba,nba_SAS,2016-02-23,0,0,2
nba,nba_SAS,2016-03-29,0,0,2
nba,nba_SAS,2016-04-05,0,0,2
nba,nba_SAS,2016-11-01,0,0,4
nba,nba_SAS,2016-11-22,0,0,2
nba,nba_SAS,2016-11-29,0,0,2
nba,nba_SAS,2017-01-03,0,0,2
nba,nba_SAS,2017-01-24,0,0,2
nba,nba_SAS,2017-03-28,0,0,2
nba,nba_SAS,2017-04-11,0,0,2
nba,nba_SAS,2017-10-17,0,0,2
nba,nba_SAS,2017-12-19,0,0,2
nba,nba_SAS,2018-01-16,0,0,2
nba,nba_SAS,2018-01-30,0,0,2
nba,nba_SAS,2018-02-06,0,0,2
nba,nba_SAS,2018-03-20,0,0,4
nba,nba_SAS,2018-03-27,0,0,2
nba,nba_SAS,2018-12-04,0,0,4
nba,nba_SAS,2019-01-01,0,0,2
nba,nba_SAS,2019-01-22,0,0,2
nba,nba_SAS,2019-02-05,0,0,2
nba,nba_SAS,2019-02-19,0,0,2
nba,nba_SAS,2019-04-02,0,0,2
nba,nba_SAS,2019-10-22,0,0,2
nba,nba_SAS,2019-11-19,0,0,2
nba,nba_SAS,2020-01-07,0,0,2
nba,nba_SAS,2020-01-21,0,0,2
nba,nba_SAS,2020-01-28,0,0,2
nba,nba_SAS,2020-02-18,0,0,2
nba,nba_SAS,2020-08-04,0,0,2
nba,nba_SAS,2020-08-11,0,0,2
nba,nba_SAS,2020-12-22,0,0,2
nba,nba_SAS,2020-12-29,0,0,2
nba,nba_SAS,2021-01-19,0,0,2
nba,nba_SAS,2021-04-13,0,0,2
nba,nba_SAS,2021-04-20,0,0,2
nba,nba_SAS,2021-04-27,0,0,2
nba,nba_SAS,2021-05-04,0,0,2
nba,nba_SAS,2021-11-23,0,0,2
nba,nba_SAS,2021-12-14,0,0,2
nba,nba_SAS,2021-12-21,0,0,2
nba,nba_SAS,2022-01-04,0,0,2
nba,nba_SAS,2022-02-22,0,0,2
nba,nba_SAS,2022-03-08,0,0,4
nba,nba_SAS,2022-11-01,0,0,2
nba,nba_SAS,2022-12-20,0,0,2
nba,nba_SAS,2023-01-24,0,0,2
nba,nba_SAS,2023-02-07,0,0,2
nba,nba_SAS,2023-02-21,0,0,2
nba,nba_SAS,2023-02-28,0,0,2
nba,nba_SAS,2023-03-21,0,0,2
nba,nba_SAS,2023-03-28,0,0,2
nba,nba_SAS,2023-10-31,0,0,2
nba,nba_SAS,2023-12-26,0,0,2
nba,nba_SAS,2024-01-16,0,0,2
nba,nba_SAS,2024-01-23,0,0,2
nba,nba_SAS,2024-02-06,0,0,2
nba,nba_SAS,2024-02-20,0,0,2
nba,nba_SAS,2024-03-26,0,0,2
nba,nba_TOR,2010-11-02,0,0,2
nba,nba_TOR,2010-11-16,0,0,2
nba,nba_TOR,2010-11-30,0,0,2
nba,nba_TOR,2011-01-11,0,0,2
nba,nba_TOR,2011-03-08,0,0,2
nba,nba_TOR,2011-03-15,0,0,2
nba,nba_TOR,2012-01-10,0,0,2
nba,nba_TOR,2012-01-24,0,0,2
nba,nba_TOR,2012-01-31,0,0,4
nba,nba_TOR,2012-03-27,0,0,2
nba,nba_TOR,2012-11-06,0,0,2
nba,nba_TOR,2012-12-04,0,0,2
nba,nba_TOR,2013-02-19,0,0,4
nba,nba_TOR,2013-03-26,0,0,2
nba,nba_TOR,2013-04-02,0,0,2
nba,nba_TOR,2013-11-05,0,0,2
nba,nba_TOR,2013-11-19,0,0,2
nba,nba_TOR,2013-12-31,0,0,2
nba,nba_TOR,2014-01-28,0,0,2
nba,nba_TOR,2014-02-18,0,0,2
nba,nba_TOR,2014-02-25,0,0,2
nba,nba_TOR,2014-11-04,0,0,2
nba,nba_TOR,2014-11-11,0,0,2
nba,nba_TOR,2014-12-02,0,0,2
nba,nba_TOR,2015-01-27,0,0,2
nba,nba_TOR,2015-02-10,0,0,2
nba,nba_TOR,2015-11-17,0,0,2
nba,nba_TOR,2015-11-24,0,0,2
nba,nba_TOR,2015-12-29,0,0,2
nba,nba_TOR,2016-01-05,0,0,2
nba,nba_TOR,2016-01-26,0,0,2
nba,nba_TOR,2016-03-01,0,0,2
nba,nba_TOR,2016-11-01,0,0,2
nba,nba_TOR,2016-12-20,0,0,2
nba,nba_TOR,2017-01-03,0,0,2
nba,nba_TOR,2017-02-28,0,0,4
nba,nba_TOR,2017-10-31,0,0,4
nba,nba_TOR,2017-11-14,0,0,2
nba,nba_TOR,2018-01-23,0,0,2
nba,nba_TOR,2018-01-30,0,0,2
nba,nba_TOR,2018-02-27,0,0,2
nba,nba_TOR,2018-10-16,0,0,2
nba,nba_TOR,2018-10-30,0,0,2
nba,nba_TOR,2018-11-20,0,0,2
nba,nba_TOR,2019-01-01,0,0,2
nba,nba_TOR,2019-01-08,0,0,2
nba,nba_TOR,2019-02-12,0,0,2
nba,nba_TOR,2019-11-26,0,0,2
nba,nba_TOR,2019-12-17,0,0,2
nba,nba_TOR,2020-01-14,0,0,2
nba,nba_TOR,2020-03-03,0,0,2
nba,nba_TOR,2021-02-09,0,0,2
nba,nba_TOR,2021-03-16,0,0,2
nba,nba_TOR,2021-03-30,0,0,2
nba,nba_TOR,2021-04-27,0,0,2
nba,nba_TOR,2021-05-04,0,0,2
nba,nba_TOR,2021-10-19,0,0,2
nba,nba_TOR,2021-11-02,0,0,2
nba,nba_TOR,2021-11-16,0,0,2
nba,nba_TOR,2021-11-30,0,0,2
nba,nba_TOR,2022-01-04,0,0,2
nba,nba_TOR,2022-01-18,0,0,2
nba,nba_TOR,2023-01-31,0,0,2
nba,nba_TOR,2023-02-07,0,0,2
nba,nba_TOR,2023-02-28,0,0,4
nba,nba_TOR,2023-03-21,0,0,2
nba,nba_TOR,2023-11-07,0,0,2
nba,nba_TOR,2023-12-19,0,0,2
nba,nba_TOR,2023-12-26,0,0,2
nba,nba_TOR,2024-01-09,0,0,2
nba,nba_TOR,2024-03-19,0,0,2
nba,nba_TOR,2024-04-02,0,0,2
nba,nba_UTA,2011-01-11,0,0,2
nba,nba_UTA,2011-03-22,0,0,2
nba,nba_UTA,2012-02-14,0,0,2
nba,nba_UTA,2012-11-13,0,0,2
nba,nba_UTA,2013-01-22,0,0,2
nba,nba_UTA,2014-01-21,0,0,2
nba,nba_UTA,2014-03-04,0,0,2
nba,nba_UTA,2014-12-09,0,0,2
nba,nba_UTA,2015-03-17,0,0,2
nba,nba_UTA,2016-02-16,0,0,2
nba,nba_UTA,2016-03-08,0,0,2
nba,nba_UTA,2017-02-21,0,0,2
nba,nba_UTA,2017-03-28,0,0,2
nba,nba_UTA,2017-11-28,0,0,2
nba,nba_UTA,2018-01-09,0,0,2
nba,nba_UTA,2019-03-12,0,0,2
nba,nba_UTA,2019-03-26,0,0,2
nba,nba_UTA,2020-01-07,0,0,2
nba,nba_UTA,2020-02-25,0,0,2
nba,nba_UTA,2021-03-16,0,0,2
nba,nba_UTA,2021-04-06,0,0,2
nba,nba_UTA,2021-12-07,0,0,2
nba,nba_UTA,2021-12-14,0,0,2
nba,nba_UTA,2022-11-08,0,0,2
nba,nba_UTA,2022-12-20,0,0,2
nba,nba_UTA,2024-01-23,0,0,2
nba,nba_UTA,2024-02-27,0,0,2
nba,nba_bos,2025-08-05,2,2,2
nba,nba_lal,2025-08-05,-1,-1,1
nba,nba_nyk,2025-08-05,-1,-1,1
nhl,nhl_anaheim-ducks,2018-02-27,2,2,2
nhl,nhl_anaheim-ducks,2018-03-06,-2,-2,4
nhl,nhl_anaheim-ducks,2018-03-13,3,3,3
nhl,nhl_anaheim-ducks,2018-03-20,1,1,3
nhl,nhl_anaheim-ducks,2018-03-27,1,1,3
